orderid,customer_id,purchasedate,productcategory,productprice,quantity,paymentmethod,totalprice
120036,KH41932,10/2/2022,Clothing,13,5,Credit Card,65
120037,KH41932,7/26/2023,Electronics,421,1,Crypto,421
120038,KH41932,5/26/2021,Home,121,5,Credit Card,605
120039,KH41932,10/12/2020,Electronics,454,5,Cash,2270
120040,KH41932,6/24/2020,Electronics,457,4,PayPal,1828
120041,KH41932,4/21/2022,Home,21,2,Crypto,42
120042,KH28939,9/3/2022,Books,371,4,Cash,1484
120043,KH28939,3/13/2022,Clothing,224,2,Credit Card,448
120044,KH28939,11/25/2021,Clothing,389,4,PayPal,1556
120045,KH28939,2/13/2021,Clothing,258,4,Credit Card,1032
120046,KH12442,4/27/2022,Books,251,4,Credit Card,1004
120047,KH12442,6/15/2023,Electronics,233,3,Crypto,699
120048,KH12442,2/14/2020,Books,358,2,PayPal,716
120049,KH12442,11/9/2022,Clothing,225,4,Credit Card,900
120050,KH12442,9/23/2022,Electronics,462,1,Credit Card,462
120051,KH30677,1/23/2020,Electronics,104,3,Credit Card,312
120052,KH30677,8/26/2020,Books,358,5,Crypto,1790
120053,KH30677,8/21/2020,Home,11,4,PayPal,44
120054,KH30677,2/16/2020,Books,432,4,PayPal,1728
120055,KH30677,5/17/2021,Electronics,454,5,Cash,2270
120056,KH30677,1/25/2023,Home,411,2,PayPal,822
120057,KH30677,11/21/2021,Clothing,243,1,Cash,243
120058,KH30677,4/14/2021,Clothing,450,1,Cash,450
120059,KH24906,9/5/2021,Books,212,5,Credit Card,1060
120060,KH24906,8/25/2020,Electronics,266,3,Credit Card,798
120061,KH24906,1/21/2022,Electronics,157,3,Credit Card,471
120062,KH24906,9/27/2021,Books,291,2,Cash,582
120063,KH24906,6/1/2021,Books,351,1,Credit Card,351
120064,KH24906,8/17/2021,Electronics,154,5,Crypto,770
120065,KH41023,9/21/2020,Books,357,3,Cash,1071
120066,KH41023,9/12/2020,Books,241,5,Credit Card,1205
120067,KH41023,6/7/2022,Clothing,251,3,Credit Card,753
120068,KH37512,5/17/2020,Home,39,1,PayPal,39
120069,KH37512,4/13/2023,Home,332,3,PayPal,996
120070,KH34940,3/7/2021,Electronics,208,4,Credit Card,832
120071,KH34940,2/8/2023,Books,292,4,Cash,1168
120072,KH34940,7/6/2021,Clothing,82,2,PayPal,164
120073,KH34940,1/5/2021,Home,411,5,Credit Card,2055
120074,KH30730,7/9/2021,Books,75,5,Crypto,375
120075,KH30730,7/8/2023,Clothing,10,4,Crypto,40
120076,KH30730,5/15/2022,Books,182,3,Credit Card,546
120077,KH30730,1/31/2022,Clothing,334,3,PayPal,1002
120078,KH30730,8/19/2021,Books,34,5,PayPal,170
120079,KH30730,3/20/2023,Clothing,202,3,PayPal,606
120080,KH30730,7/21/2022,Electronics,244,2,PayPal,488
120081,KH36189,8/3/2021,Clothing,413,4,PayPal,1652
120082,KH36189,3/9/2022,Books,103,5,Credit Card,515
120083,KH36189,9/4/2023,Electronics,199,2,Cash,398
120084,KH36189,5/26/2022,Clothing,467,2,PayPal,934
120085,KH36189,8/1/2020,Home,245,4,Credit Card,980
120086,KH37383,8/8/2020,Clothing,320,1,Cash,320
120087,KH37383,8/16/2022,Books,147,2,Credit Card,294
120088,KH37383,6/28/2023,Electronics,137,3,PayPal,411
120089,KH1381,3/10/2023,Books,241,2,Credit Card,482
120090,KH1381,8/19/2022,Home,264,4,PayPal,1056
120091,KH1381,3/4/2020,Books,469,1,PayPal,469
120092,KH1381,4/8/2023,Home,40,3,Cash,120
120093,KH13928,6/6/2020,Books,84,5,Cash,420
120094,KH13928,3/4/2021,Home,210,2,PayPal,420
120095,KH13928,11/5/2021,Electronics,129,2,Crypto,258
120096,KH13928,4/21/2021,Clothing,13,4,Crypto,52
120097,KH30287,10/24/2020,Electronics,471,4,PayPal,1884
120098,KH30287,11/3/2021,Books,274,1,Credit Card,274
120099,KH30287,9/24/2022,Clothing,432,2,Credit Card,864
120100,KH30287,1/13/2020,Electronics,428,4,Credit Card,1712
120101,KH30287,2/20/2021,Clothing,377,4,Credit Card,1508
120102,KH30287,9/20/2020,Clothing,481,4,Credit Card,1924
120103,KH2669,9/23/2020,Books,474,1,Cash,474
120104,KH2669,10/7/2020,Clothing,117,3,PayPal,351
120105,KH2669,1/25/2021,Home,493,2,Credit Card,986
120106,KH2669,2/11/2023,Books,464,4,Cash,1856
120107,KH2669,8/3/2022,Books,15,2,Credit Card,30
120108,KH2669,11/30/2020,Home,242,5,PayPal,1210
120109,KH1853,3/6/2020,Electronics,401,2,Cash,802
120110,KH1853,10/13/2020,Clothing,471,1,Credit Card,471
120111,KH1853,12/10/2021,Clothing,353,2,PayPal,706
120112,KH1853,5/3/2023,Home,90,4,PayPal,360
120113,KH1853,12/22/2020,Books,177,5,PayPal,885
120114,KH1853,11/19/2020,Clothing,41,5,Credit Card,205
120115,KH14993,6/11/2023,Books,76,1,Cash,76
120116,KH14993,10/26/2022,Home,409,4,Crypto,1636
120117,KH14993,7/30/2021,Electronics,286,1,Cash,286
120118,KH14993,8/24/2022,Electronics,342,3,PayPal,1026
120119,KH14993,8/6/2023,Home,335,5,Credit Card,1675
120120,KH14993,2/8/2020,Electronics,301,1,Credit Card,301
120121,KH14993,7/10/2022,Electronics,306,1,Credit Card,306
120122,KH14993,7/30/2020,Electronics,162,2,Cash,324
120123,KH14993,5/20/2023,Books,279,4,Cash,1116
120124,KH17729,5/25/2020,Home,351,5,Credit Card,1755
120125,KH17729,8/2/2020,Books,345,5,PayPal,1725
120126,KH17729,4/14/2020,Clothing,374,3,PayPal,1122
120127,KH17729,4/11/2021,Books,453,5,Cash,2265
120128,KH17729,5/13/2023,Clothing,159,2,Credit Card,318
120129,KH17729,4/14/2022,Electronics,97,3,Crypto,291
120130,KH17729,1/1/2021,Books,151,5,PayPal,755
120131,KH23798,3/31/2021,Books,331,3,Credit Card,993
120132,KH23798,8/17/2023,Books,22,4,Cash,88
120133,KH23798,1/9/2023,Clothing,277,2,Cash,554
120134,KH23798,6/8/2020,Electronics,492,2,Credit Card,984
120135,KH23798,6/6/2022,Clothing,331,1,Credit Card,331
120136,KH48367,4/25/2022,Electronics,202,1,Cash,202
120137,KH48367,5/24/2022,Home,482,5,PayPal,2410
120138,KH48367,4/25/2021,Electronics,86,5,PayPal,430
120139,KH48367,4/2/2020,Books,360,3,Cash,1080
120140,KH48367,10/12/2021,Clothing,442,2,PayPal,884
120141,KH1600,6/30/2022,Home,256,2,PayPal,512
120142,KH1600,8/13/2021,Home,238,3,Cash,714
120143,KH1600,11/11/2022,Home,446,5,Credit Card,2230
120144,KH1600,2/29/2020,Home,354,5,Credit Card,1770
120145,KH1600,5/13/2022,Clothing,131,2,Cash,262
120146,KH1600,2/22/2021,Home,95,1,Credit Card,95
120147,KH1600,1/10/2021,Clothing,228,1,Credit Card,228
120148,KH41935,9/15/2020,Electronics,309,1,PayPal,309
120149,KH41935,3/8/2023,Books,167,5,Cash,835
120150,KH41935,8/18/2020,Clothing,320,4,Credit Card,1280
120151,KH41935,8/12/2020,Home,400,1,PayPal,400
120152,KH43844,9/5/2023,Electronics,47,5,Crypto,235
120153,KH43844,4/21/2022,Clothing,55,5,Credit Card,275
120154,KH43844,7/3/2023,Books,345,2,Credit Card,690
120155,KH43844,7/3/2023,Books,472,4,Credit Card,1888
120156,KH43844,4/25/2022,Clothing,342,2,Cash,684
120157,KH43844,2/19/2020,Books,182,1,Credit Card,182
120158,KH49458,10/4/2022,Clothing,266,3,Crypto,798
120159,KH49458,3/25/2021,Books,468,2,Credit Card,936
120160,KH49458,11/5/2022,Clothing,418,4,PayPal,1672
120161,KH23170,1/10/2023,Clothing,472,1,Crypto,472
120162,KH23170,2/18/2022,Clothing,395,1,Credit Card,395
120163,KH23170,2/1/2021,Books,175,5,PayPal,875
120164,KH23170,11/27/2020,Electronics,374,5,PayPal,1870
120165,KH3119,11/27/2021,Home,148,1,Cash,148
120166,KH3119,5/25/2020,Books,192,4,Credit Card,768
120167,KH3119,5/24/2023,Home,297,1,Cash,297
120168,KH3119,2/28/2020,Home,70,1,Crypto,70
120169,KH48345,2/23/2021,Clothing,236,2,PayPal,472
120170,KH48345,10/7/2022,Electronics,49,3,PayPal,147
120171,KH48345,3/30/2023,Books,431,4,Credit Card,1724
120172,KH12380,2/10/2020,Home,51,4,Credit Card,204
120173,KH12380,10/22/2022,Home,440,4,Credit Card,1760
120174,KH12380,11/12/2021,Books,425,5,PayPal,2125
120175,KH12380,9/29/2020,Books,278,5,Credit Card,1390
120176,KH12380,5/24/2021,Clothing,199,3,Credit Card,597
120177,KH45707,1/31/2020,Clothing,401,3,Cash,1203
120178,KH45707,8/18/2020,Electronics,448,2,Cash,896
120179,KH29618,8/19/2022,Clothing,492,4,Cash,1968
120180,KH29618,11/7/2022,Electronics,251,4,PayPal,1004
120181,KH29618,3/18/2020,Books,407,3,Cash,1221
120182,KH29618,8/30/2022,Books,19,4,PayPal,76
120183,KH29618,4/2/2023,Books,165,2,Credit Card,330
120184,KH29618,3/20/2023,Books,234,3,Credit Card,702
120185,KH29618,11/30/2022,Clothing,285,2,Credit Card,570
120186,KH29618,3/20/2023,Home,290,3,PayPal,870
120187,KH29618,4/20/2022,Home,20,2,Credit Card,40
120188,KH21521,3/23/2020,Electronics,175,5,PayPal,875
120189,KH21521,5/27/2023,Books,367,5,PayPal,1835
120190,KH21521,4/1/2022,Clothing,152,2,Credit Card,304
120191,KH2065,8/20/2022,Home,77,1,PayPal,77
120192,KH2065,1/17/2022,Electronics,394,2,Cash,788
120193,KH2065,10/7/2020,Books,351,1,Crypto,351
120194,KH2065,11/7/2021,Clothing,333,4,Credit Card,1332
120195,KH2065,8/6/2020,Books,150,4,PayPal,600
120196,KH2065,8/28/2021,Books,66,1,Credit Card,66
120197,KH16422,6/3/2023,Books,68,4,Credit Card,272
120198,KH16422,8/4/2023,Electronics,360,1,Crypto,360
120199,KH16422,7/16/2021,Books,334,3,Credit Card,1002
120200,KH16422,11/20/2022,Clothing,277,4,PayPal,1108
120201,KH16422,5/31/2021,Clothing,430,4,Cash,1720
120202,KH16422,11/22/2021,Books,300,2,PayPal,600
120203,KH16422,5/28/2020,Clothing,323,2,Credit Card,646
120204,KH16422,11/12/2021,Books,288,5,PayPal,1440
120205,KH45355,8/22/2022,Home,498,3,PayPal,1494
120206,KH45355,3/21/2021,Books,18,2,PayPal,36
120207,KH45355,6/2/2021,Electronics,322,2,Crypto,644
120208,KH45355,7/20/2021,Home,468,3,Credit Card,1404
120209,KH45355,10/12/2021,Clothing,440,1,Credit Card,440
120210,KH45355,9/5/2022,Clothing,311,4,Credit Card,1244
120211,KH45355,4/28/2023,Clothing,476,5,Crypto,2380
120212,KH31179,4/4/2023,Books,345,3,PayPal,1035
120213,KH31179,4/14/2020,Clothing,461,3,PayPal,1383
120214,KH31179,1/7/2022,Home,65,4,Credit Card,260
120215,KH31179,10/6/2022,Clothing,287,1,Cash,287
120216,KH31179,9/8/2020,Clothing,241,1,Cash,241
120217,KH2428,2/10/2022,Home,224,2,Credit Card,448
120218,KH2428,6/18/2020,Clothing,249,5,PayPal,1245
120219,KH2428,6/18/2020,Books,173,5,PayPal,865
120220,KH2428,2/12/2023,Electronics,449,5,Credit Card,2245
120221,KH2428,3/7/2022,Books,316,4,Credit Card,1264
120222,KH2428,4/29/2020,Clothing,447,5,Credit Card,2235
120223,KH2428,12/21/2020,Electronics,453,1,PayPal,453
120224,KH2428,6/27/2023,Books,477,4,Crypto,1908
120225,KH10466,6/30/2022,Home,431,5,PayPal,2155
120226,KH10466,4/24/2023,Clothing,165,2,Credit Card,330
120227,KH11080,1/12/2022,Home,232,2,Credit Card,464
120228,KH11080,8/15/2023,Home,171,1,Credit Card,171
120229,KH11080,10/4/2022,Clothing,440,1,Credit Card,440
120230,KH11080,11/27/2020,Electronics,228,4,Credit Card,912
120231,KH11080,6/7/2021,Books,46,5,Crypto,230
120232,KH11080,5/18/2023,Books,281,4,PayPal,1124
120233,KH39163,10/13/2022,Clothing,235,2,PayPal,470
120234,KH39163,10/19/2022,Books,23,3,Cash,69
120235,KH39163,12/6/2021,Home,213,3,Cash,639
120236,KH39163,5/22/2021,Books,327,5,Crypto,1635
120237,KH47455,2/12/2022,Clothing,440,2,Cash,880
120238,KH47455,4/9/2022,Books,495,1,PayPal,495
120239,KH47455,4/1/2020,Home,206,4,PayPal,824
120240,KH47455,4/24/2023,Books,429,4,Credit Card,1716
120241,KH47455,6/30/2020,Books,335,2,Credit Card,670
120242,KH31565,8/3/2022,Home,182,4,Cash,728
120243,KH31565,5/22/2021,Clothing,50,1,PayPal,50
120244,KH31565,6/12/2021,Home,259,5,PayPal,1295
120245,KH31565,9/1/2022,Clothing,476,5,PayPal,2380
120246,KH31565,12/6/2022,Books,141,1,Crypto,141
120247,KH31565,1/24/2021,Clothing,282,1,Credit Card,282
120248,KH7100,5/6/2023,Clothing,213,5,Credit Card,1065
120249,KH7100,7/11/2020,Books,308,3,PayPal,924
120250,KH7100,6/5/2023,Electronics,203,3,Cash,609
120251,KH7100,3/10/2021,Home,243,4,PayPal,972
120252,KH14858,4/7/2022,Books,474,5,Credit Card,2370
120253,KH14858,8/20/2022,Home,273,4,Crypto,1092
120254,KH14858,11/13/2021,Home,23,3,Cash,69
120255,KH14858,8/17/2022,Home,30,2,Credit Card,60
120256,KH14858,6/12/2023,Electronics,394,2,PayPal,788
120257,KH14858,2/12/2021,Clothing,273,4,PayPal,1092
120258,KH36359,7/23/2021,Clothing,489,5,Credit Card,2445
120259,KH36359,4/11/2022,Books,276,3,Credit Card,828
120260,KH32903,8/31/2023,Home,12,4,PayPal,48
120261,KH32903,12/27/2022,Clothing,203,5,PayPal,1015
120262,KH32903,3/21/2023,Home,351,1,Cash,351
120263,KH32903,8/15/2022,Clothing,146,1,Credit Card,146
120264,KH32903,2/6/2020,Electronics,105,3,PayPal,315
120265,KH45307,7/22/2022,Clothing,453,1,Cash,453
120266,KH4656,3/29/2020,Books,399,1,Crypto,399
120267,KH4656,12/3/2021,Electronics,297,3,Credit Card,891
120268,KH4656,11/13/2021,Books,429,2,Credit Card,858
120269,KH4656,5/22/2021,Home,414,5,PayPal,2070
120270,KH4656,9/9/2023,Electronics,286,2,Credit Card,572
120271,KH4656,6/29/2023,Home,249,2,Credit Card,498
120272,KH21264,8/2/2023,Books,183,2,Cash,366
120273,KH21264,5/25/2020,Books,414,4,Cash,1656
120274,KH21264,1/11/2021,Home,161,2,PayPal,322
120275,KH21264,9/24/2020,Home,184,1,Crypto,184
120276,KH21264,3/15/2022,Home,410,2,Credit Card,820
120277,KH21264,8/15/2021,Clothing,113,3,Credit Card,339
120278,KH21264,4/24/2022,Clothing,277,2,Crypto,554
120279,KH41637,7/5/2023,Books,466,5,Credit Card,2330
120280,KH41637,7/4/2020,Electronics,181,1,PayPal,181
120281,KH41637,7/26/2023,Books,219,5,Cash,1095
120282,KH41637,2/1/2023,Home,453,4,Credit Card,1812
120283,KH41637,9/19/2021,Books,359,5,PayPal,1795
120284,KH41637,11/18/2021,Clothing,318,4,Crypto,1272
120285,KH38908,7/14/2021,Home,369,5,PayPal,1845
120286,KH38908,5/3/2022,Home,457,5,PayPal,2285
120287,KH38908,2/14/2021,Clothing,181,3,Cash,543
120288,KH38908,6/30/2020,Books,31,3,PayPal,93
120289,KH38908,2/15/2023,Electronics,241,5,Crypto,1205
120290,KH27222,9/1/2021,Home,221,4,Crypto,884
120291,KH27222,3/16/2020,Electronics,142,4,Cash,568
120292,KH27222,1/12/2021,Clothing,484,5,PayPal,2420
120293,KH27222,5/1/2020,Home,281,2,Credit Card,562
120294,KH27222,4/19/2021,Electronics,241,5,Credit Card,1205
120295,KH49306,1/13/2021,Home,453,4,PayPal,1812
120296,KH49306,6/6/2023,Home,462,3,Cash,1386
120297,KH49306,9/4/2023,Electronics,190,2,PayPal,380
120298,KH49306,11/27/2022,Home,469,3,Cash,1407
120299,KH49306,11/18/2020,Clothing,134,3,Credit Card,402
120300,KH4532,5/2/2021,Books,146,3,Cash,438
120301,KH4532,12/28/2021,Electronics,250,4,Credit Card,1000
120302,KH4532,7/31/2023,Books,11,3,Credit Card,33
120303,KH37016,6/10/2023,Books,470,1,Cash,470
120304,KH37016,2/21/2020,Books,274,2,Credit Card,548
120305,KH37016,11/19/2020,Clothing,113,1,Credit Card,113
120306,KH37016,8/1/2021,Books,151,2,Credit Card,302
120307,KH14179,7/25/2022,Electronics,445,2,PayPal,890
120308,KH14179,12/21/2021,Home,143,3,Credit Card,429
120309,KH14179,1/1/2022,Clothing,90,2,PayPal,180
120310,KH14179,6/25/2023,Books,100,4,Crypto,400
120311,KH423,9/24/2020,Clothing,103,1,Credit Card,103
120312,KH423,3/21/2022,Clothing,339,3,Cash,1017
120313,KH17878,5/31/2021,Home,347,3,PayPal,1041
120314,KH17878,10/10/2022,Books,448,2,PayPal,896
120315,KH17878,10/11/2021,Clothing,336,4,Credit Card,1344
120316,KH17878,7/26/2022,Clothing,255,2,Credit Card,510
120317,KH17878,6/1/2023,Clothing,393,5,Credit Card,1965
120318,KH17878,10/1/2022,Electronics,402,5,PayPal,2010
120319,KH6395,4/10/2021,Books,240,1,PayPal,240
120320,KH6395,6/20/2022,Books,59,1,Crypto,59
120321,KH6395,8/9/2020,Clothing,69,1,PayPal,69
120322,KH6395,3/26/2022,Clothing,245,5,Credit Card,1225
120323,KH16454,1/11/2023,Books,63,4,Cash,252
120324,KH16454,6/15/2022,Clothing,473,1,Cash,473
120325,KH16454,8/14/2023,Books,348,5,PayPal,1740
120326,KH16454,5/23/2021,Clothing,395,2,Credit Card,790
120327,KH16454,2/4/2021,Clothing,257,3,Crypto,771
120328,KH24171,2/20/2022,Home,33,1,PayPal,33
120329,KH24171,10/14/2020,Home,128,4,PayPal,512
120330,KH24171,5/3/2020,Electronics,77,2,Cash,154
120331,KH24171,8/6/2020,Books,481,5,Credit Card,2405
120332,KH21560,12/28/2020,Clothing,400,2,Credit Card,800
120333,KH21560,8/31/2022,Books,223,2,Credit Card,446
120334,KH21560,4/26/2023,Books,390,2,Cash,780
120335,KH42636,6/28/2021,Books,164,5,Credit Card,820
120336,KH42636,2/22/2020,Books,416,2,Credit Card,832
120337,KH42636,6/10/2022,Electronics,334,5,PayPal,1670
120338,KH42636,6/6/2022,Electronics,228,3,PayPal,684
120339,KH42636,8/8/2022,Books,37,3,Cash,111
120340,KH42636,4/2/2022,Electronics,461,1,Credit Card,461
120341,KH42636,5/29/2022,Books,248,2,Cash,496
120342,KH42636,11/12/2022,Clothing,14,4,Credit Card,56
120343,KH42636,10/23/2020,Home,297,3,Credit Card,891
120344,KH42636,1/24/2020,Clothing,270,3,PayPal,810
120345,KH42636,3/1/2020,Home,447,3,Credit Card,1341
120346,KH8106,11/28/2022,Books,117,3,Credit Card,351
120347,KH8106,4/13/2020,Clothing,243,2,Credit Card,486
120348,KH8106,11/29/2020,Clothing,424,4,PayPal,1696
120349,KH8106,8/12/2023,Home,166,5,Credit Card,830
120350,KH8106,7/8/2020,Electronics,250,1,PayPal,250
120351,KH8106,7/26/2023,Electronics,280,3,Credit Card,840
120352,KH13901,1/6/2020,Books,480,2,PayPal,960
120353,KH13901,6/10/2021,Books,61,5,PayPal,305
120354,KH13901,1/24/2020,Clothing,205,5,Cash,1025
120355,KH13901,8/8/2021,Clothing,407,4,Credit Card,1628
120356,KH13901,7/24/2023,Clothing,321,5,PayPal,1605
120357,KH24601,5/31/2023,Electronics,496,4,Credit Card,1984
120358,KH24601,9/20/2020,Home,387,2,PayPal,774
120359,KH24601,4/17/2023,Home,380,5,Cash,1900
120360,KH24601,1/4/2022,Books,270,2,PayPal,540
120361,KH24601,5/2/2021,Books,445,2,PayPal,890
120362,KH24601,10/31/2020,Clothing,317,5,Cash,1585
120363,KH24601,5/18/2023,Home,313,2,Crypto,626
120364,KH24601,11/10/2021,Clothing,206,3,Credit Card,618
120365,KH2676,8/20/2021,Books,413,3,Crypto,1239
120366,KH2676,8/24/2023,Books,14,5,Cash,70
120367,KH2676,2/19/2022,Clothing,33,2,Credit Card,66
120368,KH2676,2/26/2023,Clothing,276,1,Cash,276
120369,KH2676,9/12/2022,Electronics,23,4,Crypto,92
120370,KH13304,8/30/2022,Electronics,281,5,PayPal,1405
120371,KH13304,2/5/2020,Electronics,299,5,PayPal,1495
120372,KH42466,10/8/2021,Electronics,146,3,Cash,438
120373,KH42466,2/23/2020,Electronics,183,1,Cash,183
120374,KH42466,4/18/2021,Books,126,2,PayPal,252
120375,KH5376,2/1/2021,Clothing,364,3,Credit Card,1092
120376,KH5376,7/28/2021,Clothing,295,2,Credit Card,590
120377,KH5376,11/27/2021,Electronics,186,2,PayPal,372
120378,KH5376,7/30/2020,Books,202,1,PayPal,202
120379,KH9686,3/22/2023,Electronics,290,4,Credit Card,1160
120380,KH9686,5/12/2021,Electronics,270,3,Credit Card,810
120381,KH9686,9/17/2020,Electronics,108,2,Cash,216
120382,KH9686,6/2/2022,Clothing,413,4,Cash,1652
120383,KH9686,6/18/2020,Home,449,1,Credit Card,449
120384,KH14099,12/20/2022,Books,113,3,Crypto,339
120385,KH14099,7/5/2022,Electronics,251,2,Cash,502
120386,KH14099,3/16/2021,Clothing,141,4,Crypto,564
120387,KH14099,6/5/2020,Books,42,3,Credit Card,126
120388,KH14099,8/26/2020,Home,162,5,Cash,810
120389,KH14099,11/30/2020,Home,435,2,Credit Card,870
120390,KH14099,4/17/2020,Electronics,400,5,PayPal,2000
120391,KH32177,1/26/2021,Electronics,455,4,Credit Card,1820
120392,KH32177,2/23/2022,Clothing,466,2,Cash,932
120393,KH32177,11/30/2020,Home,417,3,PayPal,1251
120394,KH32177,7/13/2021,Books,244,3,Credit Card,732
120395,KH32177,2/2/2021,Home,300,1,Crypto,300
120396,KH32177,10/29/2022,Books,175,4,Credit Card,700
120397,KH32177,4/16/2020,Home,125,1,Credit Card,125
120398,KH49389,3/3/2021,Home,405,3,Credit Card,1215
120399,KH49389,8/29/2020,Clothing,425,5,Credit Card,2125
120400,KH49389,2/24/2021,Clothing,16,5,Cash,80
120401,KH49389,1/8/2022,Books,267,2,Credit Card,534
120402,KH49389,4/9/2021,Electronics,284,3,PayPal,852
120403,KH49389,4/21/2021,Books,263,3,PayPal,789
120404,KH1129,6/4/2022,Books,208,3,Credit Card,624
120405,KH1129,11/10/2021,Home,491,2,Credit Card,982
120406,KH1129,1/13/2020,Books,124,4,Cash,496
120407,KH1129,6/8/2021,Home,20,1,Credit Card,20
120408,KH1129,2/12/2022,Electronics,302,4,Credit Card,1208
120409,KH43398,7/29/2022,Books,10,2,Credit Card,20
120410,KH43398,10/15/2020,Clothing,385,3,PayPal,1155
120411,KH43398,1/22/2023,Clothing,217,1,Credit Card,217
120412,KH33144,9/13/2021,Books,483,5,Cash,2415
120413,KH33144,6/20/2020,Electronics,303,3,Credit Card,909
120414,KH33144,2/3/2020,Clothing,485,5,Crypto,2425
120415,KH33144,12/7/2020,Electronics,472,5,Credit Card,2360
120416,KH33144,2/23/2023,Clothing,462,3,Credit Card,1386
120417,KH33144,1/28/2023,Books,493,1,Crypto,493
120418,KH16151,6/17/2022,Home,270,1,PayPal,270
120419,KH16151,3/30/2021,Electronics,497,3,Crypto,1491
120420,KH16151,2/26/2023,Clothing,249,4,PayPal,996
120421,KH16151,7/10/2022,Electronics,384,4,PayPal,1536
120422,KH16151,7/23/2021,Books,491,5,Cash,2455
120423,KH16151,12/18/2020,Home,154,2,PayPal,308
120424,KH16151,2/14/2022,Home,462,1,Cash,462
120425,KH16151,4/20/2022,Electronics,307,2,PayPal,614
120426,KH12669,6/28/2020,Books,470,2,Credit Card,940
120427,KH12669,6/30/2023,Clothing,158,2,PayPal,316
120428,KH12669,8/3/2022,Electronics,377,2,Credit Card,754
120429,KH35072,9/28/2021,Clothing,246,5,Credit Card,1230
120430,KH35072,1/10/2022,Books,118,5,Crypto,590
120431,KH35072,3/13/2020,Clothing,301,1,Cash,301
120432,KH35072,7/10/2021,Clothing,445,3,Credit Card,1335
120433,KH35072,3/19/2021,Books,238,2,Credit Card,476
120434,KH35072,5/1/2022,Books,476,4,Credit Card,1904
120435,KH35072,8/10/2021,Electronics,495,1,PayPal,495
120436,KH13048,7/11/2023,Clothing,11,1,PayPal,11
120437,KH13048,3/15/2020,Home,175,2,PayPal,350
120438,KH13048,1/31/2020,Books,356,4,PayPal,1424
120439,KH13048,5/30/2020,Books,325,1,Credit Card,325
120440,KH13048,2/12/2021,Clothing,86,5,Credit Card,430
120441,KH13048,11/21/2020,Books,102,3,Credit Card,306
120442,KH43494,10/6/2020,Clothing,190,1,Credit Card,190
120443,KH43494,11/12/2022,Books,129,1,PayPal,129
120444,KH43494,1/7/2020,Clothing,34,1,Cash,34
120445,KH43494,10/5/2021,Electronics,119,1,PayPal,119
120446,KH43494,3/12/2023,Electronics,270,1,Cash,270
120447,KH43494,7/25/2021,Home,245,1,PayPal,245
120448,KH35973,11/10/2022,Clothing,450,4,PayPal,1800
120449,KH35973,12/12/2021,Clothing,244,5,Cash,1220
120450,KH35973,9/11/2022,Clothing,403,5,Credit Card,2015
120451,KH35973,7/4/2022,Books,56,4,Cash,224
120452,KH26534,8/19/2021,Electronics,401,2,PayPal,802
120453,KH26534,4/12/2023,Books,21,3,PayPal,63
120454,KH42329,6/12/2022,Books,367,1,PayPal,367
120455,KH42329,3/14/2022,Books,312,5,Credit Card,1560
120456,KH42329,7/12/2022,Home,466,1,Credit Card,466
120457,KH42329,9/20/2022,Electronics,249,2,PayPal,498
120458,KH42329,2/10/2023,Clothing,44,2,PayPal,88
120459,KH42329,7/7/2021,Books,28,2,Credit Card,56
120460,KH35567,4/29/2021,Electronics,395,1,Cash,395
120461,KH35567,12/10/2022,Books,386,1,PayPal,386
120462,KH35567,5/28/2021,Home,476,3,Credit Card,1428
120463,KH35567,11/27/2021,Clothing,430,4,PayPal,1720
120464,KH35567,7/8/2021,Books,444,3,Credit Card,1332
120465,KH35567,6/3/2023,Books,83,2,Cash,166
120466,KH35567,9/9/2022,Home,419,2,Cash,838
120467,KH35567,8/31/2022,Home,280,4,Credit Card,1120
120468,KH35567,5/24/2020,Clothing,461,2,Cash,922
120469,KH35567,12/19/2022,Clothing,312,3,Credit Card,936
120470,KH6113,4/27/2023,Clothing,256,2,PayPal,512
120471,KH6113,8/26/2021,Books,206,2,Credit Card,412
120472,KH6113,2/28/2022,Books,44,2,Cash,88
120473,KH6113,10/14/2020,Home,94,2,PayPal,188
120474,KH6113,1/7/2022,Clothing,317,3,Credit Card,951
120475,KH4355,1/1/2022,Clothing,262,1,PayPal,262
120476,KH4355,9/3/2022,Books,196,4,Credit Card,784
120477,KH4355,8/20/2022,Home,410,1,Credit Card,410
120478,KH4355,1/12/2023,Electronics,256,5,Credit Card,1280
120479,KH4355,10/27/2020,Books,458,2,Credit Card,916
120480,KH4355,2/24/2020,Books,182,4,PayPal,728
120481,KH15915,3/17/2023,Clothing,317,3,Crypto,951
120482,KH15915,3/18/2023,Clothing,332,2,Credit Card,664
120483,KH15915,11/4/2020,Clothing,461,5,Crypto,2305
120484,KH15915,11/22/2022,Home,397,5,Cash,1985
120485,KH15915,7/13/2021,Home,342,5,Crypto,1710
120486,KH15915,12/16/2022,Books,317,1,Credit Card,317
120487,KH15915,9/25/2022,Books,78,5,Credit Card,390
120488,KH12704,3/31/2021,Clothing,210,1,Crypto,210
120489,KH12704,9/12/2020,Home,214,4,Crypto,856
120490,KH12704,3/10/2021,Clothing,382,2,Credit Card,764
120491,KH12704,6/4/2021,Books,35,3,Crypto,105
120492,KH12704,3/6/2020,Books,333,1,Credit Card,333
120493,KH12704,2/7/2023,Books,256,3,Credit Card,768
