stt,customer_id,totalspent,frequency,lastpurchasedate,recency,customer_labels
20096,KH1576,3307,5,8/17/2022,394,Regular Customers
20097,KH8917,6618,8,8/22/2023,24,VIP Customers
20098,KH20778,2830,4,4/19/2023,148,Regular Customers
20099,KH5092,1998,3,10/29/2022,320,Regular Customers
20100,KH41613,4091,5,8/19/2022,392,Regular Customers
20101,KH28291,2662,4,8/7/2023,39,Regular Customers
20102,KH9915,5097,6,7/29/2022,412,VIP Customers
20103,KH41705,2145,4,5/21/2022,481,Lapsed Customers
20104,KH45181,2563,4,6/11/2023,95,Regular Customers
20105,KH6138,3574,6,1/14/2023,243,Regular Customers
20106,KH8930,3796,6,5/13/2022,490,Lapsed Customers
20107,KH39996,1143,1,9/3/2022,377,Lapsed Customers
20108,KH21955,3027,5,11/28/2022,291,Regular Customers
20109,KH41465,1834,4,8/20/2023,25,Regular Customers
20110,KH29318,4270,5,2/26/2023,200,Regular Customers
20111,KH16254,6517,7,8/27/2023,19,VIP Customers
20112,KH25535,6393,6,11/20/2022,298,VIP Customers
20113,KH14593,3321,5,11/27/2022,292,Regular Customers
20114,KH12113,5800,5,10/3/2021,711,Lapsed Customers
20115,KH40092,4583,6,2/19/2023,207,VIP Customers
20116,KH24150,6098,8,7/14/2023,63,VIP Customers
20117,KH12282,3369,5,3/31/2023,167,Regular Customers
20118,KH20817,2392,6,2/8/2023,219,Regular Customers
20119,KH19779,5841,7,8/13/2023,32,VIP Customers
20120,KH36204,2356,5,8/5/2023,40,Regular Customers
20121,KH6227,2353,4,8/17/2023,29,Regular Customers
20122,KH40796,1744,5,6/26/2023,81,Regular Customers
20123,KH1404,3409,4,2/13/2023,214,Regular Customers
20124,KH34456,6104,9,1/2/2023,256,VIP Customers
20125,KH23072,3973,5,4/14/2023,154,Regular Customers
20126,KH40578,8562,10,7/11/2023,65,VIP Customers
20127,KH41208,7689,9,6/27/2023,80,VIP Customers
20128,KH45978,8065,7,10/3/2022,346,VIP Customers
20129,KH5459,4844,5,3/19/2023,180,Regular Customers
20130,KH5043,3653,5,8/9/2022,402,Regular Customers
20131,KH12881,3352,5,4/16/2023,151,Regular Customers
20132,KH48041,5761,6,6/5/2022,466,VIP Customers
20133,KH6721,1401,4,11/17/2022,301,Regular Customers
20134,KH14675,6082,7,7/8/2022,434,VIP Customers
20135,KH4834,8332,9,8/1/2023,45,VIP Customers
20136,KH8972,4181,6,4/7/2023,160,Regular Customers
20137,KH27447,3523,5,5/1/2023,136,Regular Customers
20138,KH25982,4793,7,8/4/2023,42,VIP Customers
20139,KH12250,2061,4,12/27/2022,262,Regular Customers
20140,KH27200,7629,11,7/31/2023,46,VIP Customers
20141,KH19014,3279,3,10/7/2022,342,Regular Customers
20142,KH2970,6245,8,4/17/2023,150,VIP Customers
20143,KH8639,3232,4,4/24/2023,144,Regular Customers
20144,KH7885,3695,7,2/7/2023,219,VIP Customers
20145,KH32748,7648,9,4/17/2023,151,VIP Customers
20146,KH14145,1438,2,8/16/2022,394,Lapsed Customers
20147,KH40981,4730,4,7/5/2023,72,Regular Customers
20148,KH19923,3297,3,7/8/2023,68,Regular Customers
20149,KH21056,8587,7,9/11/2023,3,VIP Customers
20150,KH3118,5746,6,10/19/2022,331,VIP Customers
20151,KH18866,2828,3,7/1/2022,440,Lapsed Customers
20152,KH14892,3380,4,7/13/2023,64,Regular Customers
20153,KH11986,3444,5,7/30/2023,47,Regular Customers
20154,KH39252,5228,8,1/31/2023,227,VIP Customers
20155,KH36046,7904,9,9/13/2023,2,VIP Customers
20156,KH2510,970,4,12/18/2021,635,Lapsed Customers
20157,KH49379,5831,7,1/30/2023,228,VIP Customers
20158,KH33793,2374,4,7/13/2022,428,Lapsed Customers
20159,KH37555,4233,8,12/28/2022,261,VIP Customers
20160,KH7797,2517,3,7/7/2023,70,Regular Customers
20161,KH12079,1893,5,4/18/2023,149,Regular Customers
20162,KH3153,1870,6,1/17/2023,240,Regular Customers
20163,KH12301,1337,4,12/30/2022,258,Regular Customers
20164,KH19680,3042,4,8/2/2023,43,Regular Customers
20165,KH19029,4202,4,7/17/2023,59,Regular Customers
20166,KH37953,5301,7,7/12/2023,65,VIP Customers
20167,KH29298,6545,10,5/25/2023,113,VIP Customers
20168,KH44498,3559,7,12/28/2022,261,Regular Customers
20169,KH49800,4164,4,3/20/2022,544,Lapsed Customers
20170,KH16101,4362,4,7/8/2023,68,Regular Customers
20171,KH38260,6210,5,8/14/2023,31,VIP Customers
20172,KH48092,4209,7,5/17/2023,121,VIP Customers
20173,KH2568,3186,7,8/1/2023,44,Regular Customers
20174,KH36380,3463,7,9/11/2023,4,VIP Customers
20175,KH24083,5703,6,3/8/2023,190,VIP Customers
20176,KH20862,5945,6,8/6/2023,40,VIP Customers
20177,KH41694,4676,6,3/16/2022,547,Lapsed Customers
20178,KH26445,1809,2,6/3/2022,468,Lapsed Customers
20179,KH19932,5772,5,5/3/2022,499,Lapsed Customers
20180,KH17193,3162,5,5/4/2023,134,Regular Customers
20181,KH34361,4456,6,3/11/2023,188,Regular Customers
20182,KH37651,2202,6,2/14/2023,212,Regular Customers
20183,KH38286,1820,5,7/24/2022,417,Regular Customers
20184,KH31691,5302,9,11/30/2022,288,VIP Customers
20185,KH1716,121,1,5/8/2020,1225,Lapsed Customers
20186,KH1652,6203,6,5/8/2023,130,VIP Customers
20187,KH35364,4033,7,2/13/2023,213,VIP Customers
20188,KH31321,6807,7,10/17/2022,333,VIP Customers
20189,KH23856,4980,6,10/28/2022,322,VIP Customers
20190,KH31061,4599,5,4/9/2022,523,Lapsed Customers
20191,KH47761,6288,10,8/15/2023,31,VIP Customers
20192,KH32882,5907,5,8/7/2023,39,VIP Customers
20193,KH44267,6029,7,7/27/2023,50,VIP Customers
20194,KH40682,3588,5,5/28/2023,109,Regular Customers
20195,KH19784,4242,4,4/29/2023,138,Regular Customers
20196,KH36121,6571,6,5/15/2023,122,VIP Customers
20197,KH5800,2869,7,1/6/2023,251,Regular Customers
20198,KH47765,3905,5,7/2/2023,75,Regular Customers
20199,KH1737,2325,5,11/7/2022,311,Regular Customers
20200,KH45784,3952,5,7/18/2023,59,Regular Customers
20201,KH22765,5671,7,3/5/2023,193,VIP Customers
20202,KH36270,2235,3,5/3/2023,135,Regular Customers
20203,KH38356,696,2,7/3/2023,73,Regular Customers
20204,KH13564,4619,5,3/28/2023,170,Regular Customers
20205,KH39331,1379,4,1/12/2023,245,Regular Customers
20206,KH42207,1528,2,12/11/2021,643,Lapsed Customers
20207,KH37826,2522,3,7/8/2021,799,Lapsed Customers
20208,KH27585,4985,7,7/28/2023,48,VIP Customers
20209,KH32936,6730,11,6/16/2023,90,VIP Customers
20210,KH42441,3498,7,8/21/2023,24,VIP Customers
20211,KH48137,2481,4,6/8/2023,98,Regular Customers
20212,KH23734,3554,7,4/29/2023,139,VIP Customers
20213,KH19471,7447,8,4/12/2022,521,VIP Customers
20214,KH33695,5426,8,10/12/2022,338,VIP Customers
20215,KH13783,5779,7,5/19/2023,118,VIP Customers
20216,KH689,9280,8,8/15/2022,395,VIP Customers
20217,KH33043,4653,7,8/6/2022,405,VIP Customers
20218,KH10841,5562,7,11/27/2022,291,VIP Customers
20219,KH35923,2008,4,10/14/2022,335,Regular Customers
20220,KH23661,1009,3,9/27/2021,717,Lapsed Customers
20221,KH18856,3514,3,8/28/2023,18,Regular Customers
20222,KH27847,2180,2,4/10/2022,523,Lapsed Customers
20223,KH49876,7564,9,5/19/2023,118,VIP Customers
20224,KH22769,5796,5,1/24/2022,598,Lapsed Customers
20225,KH42647,4842,6,9/14/2022,366,VIP Customers
20226,KH5844,11242,12,8/15/2023,31,VIP Customers
20227,KH24039,2570,3,5/21/2021,847,Lapsed Customers
20228,KH27775,7993,10,7/25/2023,51,VIP Customers
20229,KH32850,4447,5,9/25/2022,354,Regular Customers
20230,KH9994,4645,7,1/17/2023,240,VIP Customers
20231,KH14126,5401,6,2/23/2023,203,VIP Customers
20232,KH14124,2466,5,7/13/2023,64,Regular Customers
20233,KH31784,1534,3,5/4/2023,134,Regular Customers
20234,KH19636,5345,6,6/2/2023,104,VIP Customers
20235,KH15540,4412,5,5/14/2023,123,Regular Customers
20236,KH37088,3619,5,7/3/2022,438,Regular Customers
20237,KH40558,2662,4,4/7/2023,160,Regular Customers
20238,KH23167,723,1,6/27/2023,80,Regular Customers
20239,KH18789,4427,6,4/13/2023,154,Regular Customers
20240,KH22024,6919,7,3/5/2023,194,VIP Customers
20241,KH18924,8893,9,6/20/2023,86,VIP Customers
20242,KH30847,1062,3,8/26/2023,20,Regular Customers
20243,KH36042,5985,6,11/12/2022,306,VIP Customers
20244,KH1259,4774,5,5/22/2023,116,Regular Customers
20245,KH44423,1504,2,4/9/2023,158,Regular Customers
20246,KH34267,3309,3,8/18/2023,28,Regular Customers
20247,KH36822,6311,6,11/5/2022,313,VIP Customers
20248,KH17574,3927,6,6/29/2023,78,Regular Customers
20249,KH42029,4527,8,6/15/2022,457,VIP Customers
20250,KH48471,11719,14,11/10/2022,308,VIP Customers
20251,KH43900,2955,3,10/13/2021,702,Lapsed Customers
20252,KH39935,4045,7,3/13/2023,186,VIP Customers
20253,KH38761,2345,5,2/24/2023,202,Regular Customers
20254,KH44879,3270,4,5/11/2023,126,Regular Customers
20255,KH31272,2920,4,10/20/2022,329,Regular Customers
20256,KH3019,2052,5,5/12/2023,126,Regular Customers
20257,KH43082,2492,5,9/14/2022,365,Regular Customers
20258,KH39463,6513,7,5/28/2023,109,VIP Customers
20259,KH20989,5865,10,9/3/2023,12,VIP Customers
20260,KH14771,3580,6,6/25/2023,82,Regular Customers
20261,KH5184,1500,2,10/11/2021,703,Lapsed Customers
20262,KH20300,1718,3,11/28/2022,290,Regular Customers
20263,KH46860,4831,5,5/28/2023,110,Regular Customers
20264,KH36966,1238,3,6/1/2023,105,Regular Customers
20265,KH32065,2485,2,4/13/2020,1249,Lapsed Customers
20266,KH13365,5104,6,6/21/2023,86,VIP Customers
20267,KH43927,3814,6,4/25/2023,143,Regular Customers
20268,KH49193,4845,6,6/29/2023,78,VIP Customers
20269,KH18877,7140,8,1/10/2023,247,VIP Customers
20270,KH4801,2859,3,9/27/2022,352,Regular Customers
20271,KH9018,6767,6,4/28/2023,139,VIP Customers
20272,KH17126,2577,6,7/26/2023,50,Regular Customers
20273,KH32962,2963,3,12/24/2021,630,Lapsed Customers
20274,KH30344,6695,9,1/2/2023,256,VIP Customers
20275,KH28091,5323,7,7/16/2023,61,VIP Customers
20276,KH12391,5479,6,7/2/2023,74,VIP Customers
20277,KH8489,5115,4,7/11/2022,431,Regular Customers
20278,KH34342,589,3,7/13/2022,428,Lapsed Customers
20279,KH30076,7662,8,8/11/2022,399,VIP Customers
20280,KH38401,2547,4,6/23/2023,84,Regular Customers
20281,KH45311,5474,4,4/7/2023,161,Regular Customers
20282,KH17583,3205,4,7/29/2022,412,Regular Customers
20283,KH17789,2264,5,4/27/2023,141,Regular Customers
20284,KH10983,3858,5,10/16/2021,699,Lapsed Customers
20285,KH32148,3204,5,11/20/2022,299,Regular Customers
20286,KH24379,1864,7,9/1/2023,13,Regular Customers
20287,KH24754,8960,9,9/9/2023,5,VIP Customers
20288,KH42611,1464,5,4/22/2022,510,Lapsed Customers
20289,KH5756,1238,3,9/28/2021,716,Lapsed Customers
20290,KH14829,3071,3,2/13/2023,213,Regular Customers
20291,KH10372,3652,3,8/14/2023,32,Regular Customers
20292,KH33266,4670,4,7/4/2023,72,Regular Customers
20293,KH46912,4018,6,11/27/2021,656,Lapsed Customers
20294,KH27583,7773,6,8/19/2022,391,VIP Customers
20295,KH40372,4672,5,2/3/2023,224,Regular Customers
20296,KH3018,4424,4,12/17/2022,271,Regular Customers
20297,KH30099,1542,3,4/29/2023,138,Regular Customers
20298,KH4580,6011,8,6/9/2023,97,VIP Customers
20299,KH25344,7734,7,8/20/2023,26,VIP Customers
20300,KH43050,727,2,12/12/2022,276,Regular Customers
20301,KH21078,40,1,3/20/2023,178,Regular Customers
20302,KH28352,1240,4,4/22/2023,145,Regular Customers
20303,KH15464,2818,4,8/13/2023,32,Regular Customers
20304,KH14948,3979,5,9/11/2023,4,Regular Customers
20305,KH37631,3239,5,4/27/2023,141,Regular Customers
20306,KH18516,7711,9,7/17/2023,60,VIP Customers
20307,KH10266,1012,3,12/20/2021,633,Lapsed Customers
20308,KH20631,1957,3,8/7/2023,38,Regular Customers
20309,KH17602,5103,9,11/19/2022,300,VIP Customers
20310,KH49167,8542,7,9/8/2023,6,VIP Customers
20311,KH40312,2414,5,2/26/2023,200,Regular Customers
20312,KH37055,4482,3,1/2/2023,255,Regular Customers
20313,KH12847,2812,5,7/20/2023,57,Regular Customers
20314,KH48480,3446,5,8/17/2022,394,Regular Customers
20315,KH23730,4371,5,5/18/2023,120,Regular Customers
20316,KH47652,11020,9,3/8/2023,191,VIP Customers
20317,KH30039,5187,5,9/12/2023,2,Regular Customers
20318,KH41940,2496,3,2/8/2023,218,Regular Customers
20319,KH44274,1634,3,11/21/2022,298,Regular Customers
20320,KH24126,1796,4,4/19/2023,148,Regular Customers
20321,KH3525,2146,4,8/27/2023,19,Regular Customers
20322,KH9898,2035,3,5/3/2022,500,Lapsed Customers
20323,KH8365,2661,7,4/8/2023,160,Regular Customers
20324,KH15078,2559,4,2/17/2022,574,Lapsed Customers
20325,KH3524,4576,6,8/4/2022,406,Regular Customers
20326,KH6978,2749,5,10/4/2022,345,Regular Customers
20327,KH37415,5922,4,9/12/2023,2,Regular Customers
20328,KH31420,2445,3,3/31/2022,533,Lapsed Customers
20329,KH10446,5807,6,7/3/2023,74,VIP Customers
20330,KH13755,406,2,5/14/2022,488,Lapsed Customers
20331,KH21323,5367,9,8/5/2023,41,VIP Customers
20332,KH29735,510,2,3/19/2023,179,Regular Customers
20333,KH39510,4119,7,7/8/2023,69,VIP Customers
20334,KH13463,5246,6,1/19/2023,239,VIP Customers
20335,KH21510,2759,4,4/22/2022,510,Lapsed Customers
20336,KH24209,4462,4,6/11/2023,95,Regular Customers
20337,KH6904,3244,7,2/13/2023,214,Regular Customers
20338,KH49807,756,3,5/4/2023,133,Regular Customers
20339,KH8017,10246,11,7/26/2023,50,VIP Customers
20340,KH1554,2237,3,4/4/2023,164,Regular Customers
20341,KH31375,4936,4,12/15/2022,273,Regular Customers
20342,KH18629,3891,7,3/27/2023,172,VIP Customers
20343,KH35922,6707,10,9/1/2023,13,VIP Customers
20344,KH12511,3851,4,4/17/2023,150,Regular Customers
20345,KH21688,8858,11,7/24/2023,53,VIP Customers
20346,KH329,1778,5,6/1/2023,106,Regular Customers
20347,KH45034,2165,1,3/24/2020,1270,Lapsed Customers
20348,KH49660,3377,3,1/11/2023,247,Regular Customers
20349,KH43039,3831,4,8/28/2023,17,Regular Customers
20350,KH44306,5920,7,2/10/2023,217,VIP Customers
20351,KH5508,4295,5,1/8/2023,250,Regular Customers
20352,KH24450,3278,6,6/11/2023,95,Regular Customers
20353,KH14994,3517,4,10/26/2022,324,Regular Customers
20354,KH35039,4710,5,1/30/2022,593,Lapsed Customers
20355,KH37350,9673,9,8/18/2023,28,VIP Customers
20356,KH40148,4456,9,4/14/2023,153,VIP Customers
20357,KH38135,1379,3,7/14/2023,63,Regular Customers
20358,KH16533,2771,3,8/22/2023,24,Regular Customers
20359,KH10370,2240,3,9/15/2023,0,Regular Customers
20360,KH5122,2491,5,8/10/2022,401,Regular Customers
20361,KH18605,3543,4,1/16/2023,242,Regular Customers
20362,KH43086,8264,8,6/27/2023,80,VIP Customers
20363,KH43120,2371,4,1/9/2023,249,Regular Customers
20364,KH35661,4951,5,7/27/2022,415,Regular Customers
20365,KH8634,2189,6,9/5/2023,9,Regular Customers
20366,KH48664,3710,7,9/5/2023,10,VIP Customers
20367,KH33164,3641,6,5/11/2023,127,Regular Customers
20368,KH46736,2056,4,1/29/2023,228,Regular Customers
20369,KH19103,6342,7,8/14/2022,396,VIP Customers
20370,KH25379,4365,3,3/28/2023,170,Regular Customers
20371,KH45618,2110,4,4/30/2023,137,Regular Customers
20372,KH42302,8196,8,6/9/2023,98,VIP Customers
20373,KH46395,3711,3,4/19/2023,148,Regular Customers
20374,KH24995,4100,3,8/24/2022,386,Regular Customers
20375,KH28277,5925,6,2/16/2023,210,VIP Customers
20376,KH47874,3127,6,7/26/2023,51,Regular Customers
20377,KH28913,2317,6,8/2/2023,44,Regular Customers
20378,KH731,3663,5,3/11/2023,188,Regular Customers
20379,KH18863,6439,5,1/22/2022,601,Lapsed Customers
20380,KH31438,2694,4,12/14/2022,275,Regular Customers
20381,KH24154,5093,8,11/20/2022,298,VIP Customers
20382,KH6540,1592,5,6/19/2023,88,Regular Customers
20383,KH27849,3743,3,9/23/2022,356,Regular Customers
20384,KH13071,8330,9,8/27/2023,19,VIP Customers
20385,KH32269,4215,5,6/28/2023,79,Regular Customers
20386,KH31348,5465,8,4/13/2023,155,VIP Customers
20387,KH24111,8649,9,8/5/2023,40,VIP Customers
20388,KH33066,4469,5,8/3/2023,42,Regular Customers
20389,KH19048,4448,4,11/12/2022,307,Regular Customers
20390,KH5380,6417,5,10/1/2022,349,VIP Customers
20391,KH1626,1507,3,7/17/2023,60,Regular Customers
20392,KH15444,5953,6,6/2/2023,105,VIP Customers
20393,KH41073,4521,8,6/11/2023,95,VIP Customers
20394,KH40690,5512,5,4/19/2023,149,VIP Customers
20395,KH20066,4411,7,7/7/2023,70,VIP Customers
20396,KH38251,3457,5,9/12/2023,3,Regular Customers
20397,KH10475,3656,5,8/30/2023,15,Regular Customers
20398,KH40831,1620,4,8/26/2022,384,Regular Customers
20399,KH14037,6371,8,5/24/2023,114,VIP Customers
20400,KH32771,2730,6,10/12/2022,338,Regular Customers
20401,KH40197,3274,2,4/12/2023,155,Regular Customers
20402,KH49775,4981,5,7/21/2023,56,Regular Customers
20403,KH12516,2230,5,2/8/2023,219,Regular Customers
20404,KH26151,2493,3,5/30/2022,472,Lapsed Customers
20405,KH33742,3960,6,5/13/2022,490,Lapsed Customers
20406,KH18527,7469,7,1/26/2023,231,VIP Customers
20407,KH10271,3692,6,2/27/2023,200,Regular Customers
20408,KH10544,6720,7,8/17/2023,28,VIP Customers
20409,KH9149,2694,6,7/27/2022,414,Regular Customers
20410,KH32165,1353,5,5/5/2023,133,Regular Customers
20411,KH11273,3182,3,3/2/2023,196,Regular Customers
20412,KH19884,6028,7,6/24/2023,83,VIP Customers
20413,KH15730,4385,3,3/13/2022,550,Lapsed Customers
20414,KH40901,940,3,9/1/2020,1108,Lapsed Customers
20415,KH2217,4066,5,7/7/2023,69,Regular Customers
20416,KH34805,654,2,2/8/2022,583,Lapsed Customers
20417,KH42624,487,1,8/20/2022,391,Lapsed Customers
20418,KH15494,3181,5,5/7/2023,131,Regular Customers
20419,KH19610,1340,4,8/7/2023,38,Regular Customers
20420,KH7060,3957,6,5/12/2022,491,Lapsed Customers
20421,KH49155,2705,4,10/27/2021,688,Lapsed Customers
20422,KH35281,6656,8,4/7/2022,525,VIP Customers
20423,KH42543,3002,4,4/17/2023,150,Regular Customers
20424,KH39142,2896,5,3/16/2023,183,Regular Customers
20425,KH15020,3906,5,6/30/2023,76,Regular Customers
20426,KH41906,474,1,8/31/2021,744,Lapsed Customers
20427,KH495,3455,6,7/25/2022,417,Regular Customers
20428,KH11255,4847,5,7/25/2023,52,Regular Customers
20429,KH30281,5167,6,3/6/2023,192,VIP Customers
20430,KH40018,1185,4,12/14/2022,274,Regular Customers
20431,KH38612,3395,7,4/27/2023,140,Regular Customers
20432,KH20055,3907,3,3/13/2023,185,Regular Customers
20433,KH45529,6426,7,8/31/2023,15,VIP Customers
20434,KH34824,7652,10,9/3/2023,12,VIP Customers
20435,KH10340,3396,5,7/26/2021,780,Lapsed Customers
20436,KH34364,2682,5,9/21/2022,359,Regular Customers
20437,KH49706,2606,4,12/12/2022,277,Regular Customers
20438,KH29453,4253,7,2/23/2023,204,VIP Customers
20439,KH17054,5282,5,7/5/2022,437,Regular Customers
20440,KH34013,1967,4,3/14/2023,185,Regular Customers
20441,KH38599,2609,6,5/13/2023,125,Regular Customers
20442,KH32105,1611,4,12/4/2022,285,Regular Customers
20443,KH8621,4787,6,5/2/2023,135,VIP Customers
20444,KH32786,8110,9,6/8/2023,98,VIP Customers
20445,KH5414,7261,8,8/15/2023,31,VIP Customers
20446,KH19455,2717,4,12/1/2022,287,Regular Customers
20447,KH2273,1857,4,6/19/2022,453,Lapsed Customers
20448,KH4965,3874,4,4/11/2023,157,Regular Customers
20449,KH8087,4801,9,6/7/2023,99,VIP Customers
20450,KH16334,1733,6,7/23/2023,54,Regular Customers
20451,KH37682,4071,4,8/23/2023,22,Regular Customers
20452,KH6470,4484,8,5/21/2023,116,VIP Customers
20453,KH32990,2583,2,3/10/2022,554,Lapsed Customers
20454,KH16839,6017,6,6/20/2023,86,VIP Customers
20455,KH9402,7535,9,7/17/2023,59,VIP Customers
20456,KH41070,4143,5,9/13/2023,2,Regular Customers
20457,KH18743,1392,4,9/16/2022,363,Regular Customers
20458,KH41266,5153,6,4/22/2023,145,VIP Customers
20459,KH35173,5189,8,9/7/2023,8,VIP Customers
20460,KH498,644,2,5/7/2022,495,Lapsed Customers
20461,KH46557,6484,5,6/12/2023,95,VIP Customers
20462,KH11777,4152,3,7/2/2023,75,Regular Customers
20463,KH45663,5348,8,5/12/2023,126,VIP Customers
20464,KH33814,4789,6,8/28/2023,18,VIP Customers
20465,KH44022,3710,5,2/27/2023,200,Regular Customers
20466,KH29722,5886,8,5/4/2023,134,VIP Customers
20467,KH36859,4562,4,3/7/2023,192,Regular Customers
20468,KH3230,3882,4,8/29/2021,746,Lapsed Customers
20469,KH33458,2177,4,2/23/2023,204,Regular Customers
20470,KH2934,3781,4,7/18/2023,58,Regular Customers
20471,KH38737,4788,6,7/26/2023,51,VIP Customers
20472,KH8411,3517,4,9/15/2023,0,Regular Customers
20473,KH48781,7757,11,5/14/2023,123,VIP Customers
20474,KH11407,2963,4,12/1/2022,288,Regular Customers
20475,KH38923,5240,6,12/10/2022,279,VIP Customers
20476,KH3733,2408,4,7/17/2023,60,Regular Customers
20477,KH40418,951,3,3/10/2023,189,Regular Customers
20478,KH49907,4112,5,7/9/2023,68,Regular Customers
20479,KH20636,2322,5,6/24/2022,447,Lapsed Customers
20480,KH15663,5481,5,5/12/2023,126,VIP Customers
20481,KH4848,5787,6,4/30/2023,138,VIP Customers
20482,KH23706,2962,6,3/28/2023,170,Regular Customers
20483,KH22523,5394,5,6/29/2023,77,VIP Customers
20484,KH21023,6225,6,5/13/2023,125,VIP Customers
20485,KH49206,5394,6,7/3/2023,74,VIP Customers
20486,KH48977,5181,5,2/28/2023,199,Regular Customers
20487,KH21696,3212,4,5/19/2022,483,Lapsed Customers
20488,KH38897,4463,7,8/24/2023,22,VIP Customers
20489,KH40216,3418,5,6/6/2023,101,Regular Customers
20490,KH29507,1219,4,6/24/2022,448,Lapsed Customers
20491,KH130,2029,5,8/1/2023,44,Regular Customers
20492,KH46987,572,2,3/27/2023,172,Regular Customers
20493,KH23534,2120,4,1/7/2023,251,Regular Customers
20494,KH6027,2685,6,4/10/2023,158,Regular Customers
20495,KH6465,3371,6,4/2/2023,165,Regular Customers
20496,KH18509,5196,4,4/6/2023,162,Regular Customers
20497,KH34967,5100,6,8/4/2023,42,VIP Customers
20498,KH33234,2643,6,6/28/2023,78,Regular Customers
20499,KH15956,8127,10,7/7/2023,69,VIP Customers
20500,KH32878,6732,9,8/2/2023,43,VIP Customers
20501,KH38327,3965,3,8/26/2023,19,Regular Customers
20502,KH30700,3057,3,12/20/2022,269,Regular Customers
20503,KH24575,4660,7,7/2/2023,75,VIP Customers
20504,KH15313,5418,8,7/31/2023,45,VIP Customers
20505,KH29245,3845,3,3/25/2023,173,Regular Customers
20506,KH32754,5099,7,6/11/2023,95,VIP Customers
20507,KH45965,5162,8,12/27/2022,261,VIP Customers
20508,KH22667,4681,10,8/27/2023,18,VIP Customers
20509,KH3528,1702,2,6/28/2021,808,Lapsed Customers
20510,KH13241,4795,9,8/1/2023,45,VIP Customers
20511,KH48749,6494,6,8/1/2023,44,VIP Customers
20512,KH35864,2915,3,7/12/2021,794,Lapsed Customers
20513,KH17813,4156,8,7/28/2023,49,VIP Customers
20514,KH14035,4881,6,12/22/2022,266,VIP Customers
20515,KH14704,6153,7,6/26/2023,80,VIP Customers
20516,KH12950,2169,6,7/5/2023,72,Regular Customers
20517,KH16560,3267,7,12/4/2022,284,Regular Customers
20518,KH1884,4721,5,1/16/2023,242,Regular Customers
20519,KH43941,1095,3,2/15/2022,577,Lapsed Customers
20520,KH406,6032,6,6/4/2021,832,Lapsed Customers
20521,KH46904,5266,5,9/4/2023,10,Regular Customers
20522,KH34491,3764,6,3/8/2023,190,Regular Customers
20523,KH5671,5230,4,10/11/2022,339,Regular Customers
20524,KH21558,4528,6,7/11/2022,430,Regular Customers
20525,KH15629,2325,4,5/16/2023,122,Regular Customers
20526,KH48195,8641,6,6/4/2023,103,VIP Customers
20527,KH23084,2653,2,11/26/2022,293,Regular Customers
20528,KH8492,5976,8,2/2/2023,224,VIP Customers
20529,KH36527,6386,8,9/5/2023,9,VIP Customers
20530,KH29773,4066,8,9/10/2023,5,VIP Customers
20531,KH4250,5552,6,8/5/2023,40,VIP Customers
20532,KH38106,4398,5,5/27/2023,110,Regular Customers
20533,KH24953,689,3,10/6/2022,344,Regular Customers
20534,KH27779,2944,5,8/20/2023,26,Regular Customers
20535,KH44854,4457,8,12/28/2022,260,VIP Customers
20536,KH22729,3939,6,10/12/2022,338,Regular Customers
20537,KH5168,2658,3,12/19/2022,269,Regular Customers
20538,KH21373,5176,7,4/15/2023,152,VIP Customers
20539,KH36538,2743,5,6/16/2023,90,Regular Customers
20540,KH28129,1611,3,8/11/2023,34,Regular Customers
20541,KH6053,745,3,8/10/2022,401,Lapsed Customers
20542,KH7537,2893,4,12/30/2022,259,Regular Customers
20543,KH27243,2457,2,3/19/2022,545,Lapsed Customers
20544,KH1147,1903,2,11/21/2022,297,Regular Customers
20545,KH26795,5587,4,7/5/2023,71,Regular Customers
20546,KH37067,4109,7,7/23/2023,54,VIP Customers
20547,KH2659,2213,2,1/14/2023,243,Regular Customers
20548,KH5740,6697,6,6/16/2023,90,VIP Customers
20549,KH913,2130,6,4/2/2023,166,Regular Customers
20550,KH22335,3404,4,6/12/2023,94,Regular Customers
20551,KH5791,2522,5,5/30/2022,472,Lapsed Customers
20552,KH38645,9648,9,3/24/2023,175,VIP Customers
20553,KH5827,4835,6,7/8/2023,69,VIP Customers
20554,KH20380,2863,6,8/3/2023,43,Regular Customers
20555,KH21100,2410,2,2/7/2021,950,Lapsed Customers
20556,KH15277,1244,2,2/1/2023,226,Regular Customers
20557,KH19630,4144,5,1/17/2023,241,Regular Customers
20558,KH49889,5407,7,1/14/2023,244,VIP Customers
20559,KH47362,2756,5,9/26/2021,718,Lapsed Customers
20560,KH21533,2625,5,6/19/2023,88,Regular Customers
20561,KH46713,1834,5,6/21/2023,85,Regular Customers
20562,KH8464,4562,5,12/17/2021,636,Lapsed Customers
20563,KH25130,3372,5,10/22/2022,327,Regular Customers
20564,KH39018,2927,5,5/17/2023,121,Regular Customers
20565,KH42492,2885,4,6/22/2022,450,Lapsed Customers
20566,KH35070,3430,4,5/14/2023,123,Regular Customers
20567,KH21360,1163,4,10/9/2021,705,Lapsed Customers
20568,KH23146,9888,9,6/30/2023,76,VIP Customers
20569,KH18142,2315,1,8/8/2022,403,Lapsed Customers
20570,KH19614,9563,8,7/1/2023,75,VIP Customers
20571,KH26312,1068,2,11/9/2022,310,Regular Customers
20572,KH20351,4498,7,11/16/2022,302,VIP Customers
